"VARIABLE TYPE","VARIABLE ABBREV","VARIABLE LABEL","VARIABLE NAME","VARIABLE DATA TYPE","VARIABLE ONTOLOGY ID","PROPERTY","PROPERTY ONTOLOGY ID","METHOD","FORMULA","METHOD ONTOLOGY ID","UNIT","SCALE ONTOLOGY ID","SCALE VALUE LIST","B4R VARIABLE ID","B4R RECORD COUNT"
"observation","FILL21_CONT","FILLED GRAINS OF 21ST SAMPLE","Filled grains of 21st sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 21 were counted manually","","","","","","1811","79"
"observation","YLD_FILLED23_CONT","GRNWT FILLED23","Weight of filled grains from 23rd sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 23","","","grams","","","1863","78"
"observation","YLD_FILLED13_CONT","GRNWT FILLED13","Weight of filled grains from 13th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 13","","","grams","","","1853","78"
"observation","UNF9_CONT","UNFILLED GRAINS OF 9TH SAMPLE","Unfilled grains of 9th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 9 were counted manually","","","","","","1824","77"
"observation","YLD_FILLED16_CONT","GRNWT FILLED16","Weight of filled grains from 16th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 16","","","grams","","","1856","77"
"observation","UNF14_CONT","UNFILLED GRAINS OF 14TH SAMPLE","Unfilled grains of 14th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 14 were counted manually","","","","","","1829","77"
"observation","UNF10_CONT","UNFILLED GRAINS OF 10TH SAMPLE","Unfilled grains of 10th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 10 were counted manually","","","","","","1825","77"
"observation","YLD_FILLED12_CONT","GRNWT FILLED12","Weight of filled grains from 12th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 12","","","grams","","","1852","76"
"observation","FILL16_CONT","FILLED GRAINS OF 16TH SAMPLE","Filled grains of 16th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 16 were counted manually","","","","","","1806","75"
"observation","FILL17_CONT","FILLED GRAINS OF 17TH SAMPLE","Filled grains of 17th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 17 were counted manually","","","","","","1807","75"
"observation","YLD_0_CONT3_ENT","ENTRY GYKGPHA3 AVG in kg/ha","AVG GYKGPHA3  in kg/ha","float","","Grain yield 2","","Average of plot level GYKGPHA by Entry","YLD_0_CONT3_ENT = AVG(YLD_0_CONT3)","","kg/ha","","","1416","75"
"observation","YLD_FILLED14_CONT","GRNWT FILLED14","Weight of filled grains from 14th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 14","","","grams","","","1854","74"
"observation","YLD_FILLED18_CONT","GRNWT FILLED18","Weight of filled grains from 18th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 18","","","grams","","","1858","74"
"observation","FILL18_CONT","FILLED GRAINS OF 18TH SAMPLE","Filled grains of 18th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 18 were counted manually","","","","","","1808","74"
"observation","YLD_FILLED25_CONT","GRNWT FILLED25","Weight of filled grains from 25th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 25","","","grams","","","1865","74"
"observation","YLD_FILLED20_CONT","GRNWT FILLED20","Weight of filled grains from 20th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 20","","","grams","","","1860","73"
"observation","UNF15_CONT","UNFILLED GRAINS OF 15TH SAMPLE","Unfilled grains of 15th sample","integer","","unfilled grain","CO_320:0000012","unfilled grains of panicle sample 15 were counted manually","","","","","","1830","73"
"observation","FILL24_CONT","FILLED GRAINS OF 24TH SAMPLE","Filled grains of 24th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 24 were counted manually","","","","","","1814","73"
"observation","FILL13_CONT","FILLED GRAINS OF 13TH SAMPLE","Filled grains of 13th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 13 were counted manually","","","","","","1803","72"
"observation","FILL25_CONT","FILLED GRAINS OF 25TH SAMPLE","Filled grains of 25th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 25 were counted manually","","","","","","1815","72"
"observation","FILL11_CONT","FILLED GRAINS OF 11TH SAMPLE","Filled grains of 11th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 11 were counted manually","","","","","","1801","72"
"observation","YLD_FILLED24_CONT","GRNWT FILLED24","Weight of filled grains from 24th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 24","","","grams","","","1864","72"
"observation","FILL8_CONT","FILLED GRAINS OF 8TH SAMPLE","Filled grains of 8th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 8 were counted manually","","","","","","1798","71"
"observation","YLD_FILLED15_CONT","GRNWT FILLED15","Weight of filled grains from 15th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 15","","","grams","","","1855","71"
"observation","FILL20_CONT","FILLED GRAINS OF 20TH SAMPLE","Filled grains of 20th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 20 were counted manually","","","","","","1810","71"
"observation","FILL9_CONT","FILLED GRAINS OF 9TH SAMPLE","Filled grains of 9th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 9 were counted manually","","","","","","1799","71"
"observation","YLD_FILLED19_CONT","GRNWT FILLED19","Weight of filled grains from 19th sample","float","","Grain yield 2","","Grain weight of filled grains in grams from sample 19","","","grams","","","1859","71"
"observation","FILL10_CONT","FILLED GRAINS OF 10TH SAMPLE","Filled grains of 10th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 10 were counted manually","","","","","","1800","71"
"observation","FL_AP_DATE_CONT","FL AP DATE","Date of Flagleaf Appearance","date","","Date of Flagleaf Appearance","","date of flag leaf appearance and transfer to saline water when flagleaf node is 0.5cm-1inch","","","","","","1872","70"
"observation","RTD_SCOR_1_9","RICE TUNGRO VIRUS","rice tungro virus","integer","","rice tungro disease","","","","CO_320:0000350","","CO_320:0000351","","237","70"
"observation","FILL19_CONT","FILLED GRAINS OF 19TH SAMPLE","Filled grains of 19th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 19 were counted manually","","","","","","1809","69"
"observation","FILL12_CONT","FILLED GRAINS OF 12TH SAMPLE","Filled grains of 12th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 12 were counted manually","","","","","","1802","68"
"observation","FL_COL_DATE_CONT","FL COL DATE","Date of Flagleaf Collection ","date","","Date of Flagleaf Collection ","","date of sampling or collection of flagleaf after 21 days of saline treatment
","","","","","","1874","68"
"observation","FILL14_CONT","FILLED GRAINS OF 14TH SAMPLE","Filled grains of 14th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 14 were counted manually","","","","","","1804","68"
"observation","FILL15_CONT","FILLED GRAINS OF 15TH SAMPLE","Filled grains of 15th sample","integer","","grain filling","CO_320:0000072","filled grains of panicle sample 15 were counted manually","","","","","","1805","66"
"observation","SP_COL_DATE_CONT","SP COL DATE","Date of Spikelet Collection","date","","Date of Spikelet Collection","","date of sampling or collection of spikelets when spikelets are at booting stage","","","","","","1873","64"
"observation","GRNWT_FILL_8HILL","HI Filled Grain Weight","NCT Submergence Harvest Index 2","float","","harvest index","","Harvest and combined 8 hill samples. Weigh and record the total filled grains.
","","","","","","1987","60"
"observation","SDVG_4DAD","SDVg 4DAD 1-9","Seedling vigor 4DAD","integer","","Seedling vigor","CO_320:0000077","At growth stage: seedling. [SES:2]","","","","","1: very fast growing; plants at 5-6 leaf stage have 2 or more tillers in majority of population; 3: fast growing; plants at 4-5 stage have 1-2 tillers in majority of population; 5: plant at 4-leaf stage; 7: plants somewhat stunted; 3-4 leaves; thin population; no tiller formation; 9: stunted growth; yellowing of leaves","1968","60"
"observation","GRNWT_UNF_12HILL","YC Unfilled Grains Weight","NCT Submergence Yield Components 5","float","","grain weight","CO_320:0000100","Harvest and combined 12 hill samples. Weigh and record combined weight of unfilled grains. 
","","","","","","1985","60"
"observation","GRNWT_FILL_12HILL","YC Filled Grain Weight","NCT Submergence Yield Components 3","float","","grain weight","CO_320:0000100","Harvest and combined 12 hill samples. Weigh and record combined weight of filled grains. 
","","","","","","1983","60"
"observation","SDVG_7DAD","SDVg 7DAD 1-9","Seedling vigor 7DAD","integer","","Seedling vigor","CO_320:0000077","At growth stage: seedling. [SES:2]","","","","","1: very fast growing; plants at 5-6 leaf stage have 2 or more tillers in majority of population; 3: fast growing; plants at 4-5 stage have 1-2 tillers in majority of population; 5: plant at 4-leaf stage; 7: plants somewhat stunted; 3-4 leaves; thin population; no tiller formation; 9: stunted growth; yellowing of leaves","1969","60"
"observation","SDVG_14DAD_SCOR_1_9","SDVg 14DAD 1-9","Seedling vigor 14DAD","integer","","Seedling vigor","CO_320:0000077","At growth stage: seedling. [SES:2]","","","","","1: very fast growing; plants at 5-6 leaf stage have 2 or more tillers in majority of population; 3: fast growing; plants at 4-5 stage have 1-2 tillers in majority of population; 5: plant at 4-leaf stage; 7: plants somewhat stunted; 3-4 leaves; thin population; no tiller formation; 9: stunted growth; yellowing of leaves","1970","60"
"observation","PANNO_12HILL","YC Number of Panicles","NCT Submergence Yield Components 1","integer","","Number of panicles","CO_320:0000009","Harvest and combined 12 hill samples. Count and record the total number of panicles. ","","","","","","1981","60"
"observation","YLD_0_CONT1_ADJ_MEAN","YLD_0_CONT1_ADJ_MEAN","Grain yield w/o MC in kg/ha","float","","Grain yield 2","","Predicted Mean for YLD_0_CONT1","","","kg/ha","","","1411","60"
"observation","SUB_TOL_21DAD","SubTol 21DAD 1-9","Submergence Tolerance 21DAD","integer","","Submergence tolerance","CO_320:0000067","tolerance after 21 days of de-submergence","","","","","1: very tolerant; 3: moderately tolerant; 5: tolerant; 7: susceptible; 9: highly susceptible","1967","59"
"observation","GRNYLD_P13_CONT","GRNWT_P13_G","Grain weight of 13th plant in grams","float","","grain weight","CO_320:0000100","Grains from a single plant are weighed. Measured in grams.","","","grams","","","1452","55"
"observation","CML7_CONT","CL7","Culm length plant 7","integer","","culm length","CO_320:0000030","For plant sample 7, Measure from soil surface to panicle base in centimeters.","","","cm","","","681","48"
"observation","CML8_CONT","CL8","Culm length plant 8","integer","","culm length","CO_320:0000030","For plant sample 8, Measure from soil surface to panicle base in centimeters.","","","cm","","","682","48"
"observation","CML10_CONT","CL10","Culm length plant 10","integer","","culm length","CO_320:0000030","For plant sample 10, Measure from soil surface to panicle base in centimeters.","","","cm","","","684","48"
"observation","CML9_CONT","CL9","Culm length plant 9","integer","","culm length","CO_320:0000030","For plant sample 9, Measure from soil surface to panicle base in centimeters.","","","cm","","","683","48"
"observation","CML6_CONT","CL6","Culm length plant 6","integer","","culm length","CO_320:0000030","For plant sample 6, Measure from soil surface to panicle base in centimeters.","","","cm","","","680","48"
"observation","RI_SCOR_0_9","Ri 0-9","Rat injury","integer","","rat damage","CO_320:0000214","Since there is no genetic resistance to rats, the damage can be quantified as it does not represent resistance.","","","","","0: No injury observed; 1: Less than 5%; 5: 6-25%; 9: 26-100%","225","46"
"observation","RWM_SCOR_0_9","RWM 0-9","rice whorl maggot","integer","CO_320:0000206","Rice whorl maggot","CO_320:0000206"," At growth stage: 3

Leaf margin feeding causes conspicuous injury and sometimes stunting of plants.","","CO_320:0000386","","CO_320:0000387","0: No injury; 1: Less than 2 leaves/hill injured; 3: 2 or more leaves/hill but less than 1/3 of leaves injured; 5: 1/3 to 1/2 of leaves injured; 7: More than 1/2 of the leaves injured with no broken leaves; 9: More than 1/2 of the leaves injured with some broken leaves","239","41"
"observation","RYMV","RYMV 1-9","Rice yellow mottle","integer","CO_320:0000192","Rice yellow mottle","CO_320:0000192","The trait is scored for the plant response to the agent rice yellow mottle virus (RYMV). [CO:rs]
Causal agent: Rice yellow mottle virus.
Symptoms: Stunting, reduced tillering, mottling and yellowing streaking of the leaves, delayed flowering or incomplete emergence of the panicles; in extreme cases, death of plants.
At growth stage: 4-6 (field).","","","","","1: No symptom observed; 3: Leaves green but with sparse dots or streaks and less than 5% of height reduction; 5: Leaves green or pale green with mottling and 6% to 25% of height reduction, flowering slightly delayed; 7: Leaves pale yellow or yellow and 26-75% of height reduction, flowering delayed; 9: Leaves turn yellow or orange, more than 75% of height reduction, no flowering or some plants dead","240","40"
